"","longitude","latitude","examined","positive","prev","alt","temp","prec","hum","pop","dist_aqua"
"207",34.811,-12.6921,6,1,0.166666666666667,487,28.1752643585205,133.783340454102,71.4749984741211,59.0268783569336,0.293000012636185
"208",34.8185,-24.4925,11,7,0.636363636363636,21,30.0656776428223,74.0416641235352,76.8666687011719,19.1028442382812,0.698000013828278
"209",34.8245,-19.7265,3,0,0,28,30.5637989044189,117.425003051758,76.8083343505859,762.614501953125,4.82100009918213
"210",34.8342,-21.3306,23,16,0.695652173913043,60,29.5492134094238,72.1500015258789,77.7916641235352,5.27841329574585,1.64800000190735
"211",34.8373,-19.8358,3,0,0,7,30.3674583435059,125.658332824707,77.2083358764648,3114.8076171875,0.767000019550323
"212",34.8396,-23.5014,6,3,0.5,94,30.9882717132568,69.3833312988281,76.5666656494141,2.20208430290222,15.371000289917
"213",34.8437,-19.8443,6,0,0,9,30.3674583435059,125.658332824707,77.2083358764648,1800.0966796875,0.370999991893768
"214",34.8557,-19.8108,4,0,0,7,30.361701965332,125.658332824707,77.2083358764648,4068.35327148438,2.27099990844727
"215",34.8606,-19.7496,7,0,0,21,30.5225944519043,125.658332824707,77.2083358764648,2198.98168945312,5.72900009155273
"216",34.868,-19.8172,2,0,0,5,30.361701965332,125.658332824707,77.2083358764648,1751.35693359375,3.57800006866455
"217",34.8682,-19.7682,7,1,0.142857142857143,16,30.4252777099609,125.658332824707,77.2083358764648,1730.64453125,5.10300016403198
"218",34.8764,-13.4044,59,24,0.406779661016949,523,28.8563480377197,107.724998474121,69.1750030517578,36.4971580505371,0.811999976634979
"219",34.8854,-19.8164,2,0,0,4,30.3079967498779,125.658332824707,77.2083358764648,760.998840332031,3.18400001525879
"220",34.8874,-19.8439,3,1,0.333333333333333,8,30.2917594909668,125.658332824707,77.2083358764648,3297.33959960938,0.509999990463257
"221",34.8921,-17.1651,23,6,0.260869565217391,58,33.4398612976074,68.5833358764648,70.283332824707,63.4088249206543,0.324000000953674
"222",34.9083,-19.4736,121,54,0.446280991735537,42,30.8575267791748,112.416664123535,76.5083312988281,6.37308597564697,6.05299997329712
"223",34.9251,-19.4139,4,2,0.5,62,30.8103446960449,112.416664123535,76.5083312988281,4.66060924530029,2.32200002670288
"224",34.9253,-19.7867,2,0,0,11,30.3708515167236,125.658332824707,77.2083358764648,453.315551757812,0.349000006914139
"225",34.9499,-17.416,10,0,0,90,33.9649887084961,70.4583358764648,71.4499969482422,25.1796951293945,7.22300004959106
"226",35.0035,-20.9733,8,1,0.125,5,29.6932640075684,81.6916656494141,77.9749984741211,58.4450798034668,0.982999980449677
"227",35.0112,-22.3173,11,8,0.727272727272727,75,29.722484588623,64.8333358764648,77.8083343505859,7.92181062698364,15.7910003662109
"228",35.0222,-20.9881,37,22,0.594594594594595,4,29.6932640075684,81.6916656494141,77.9749984741211,61.1894035339355,0.328000009059906
"229",35.0422,-22.7924,7,2,0.285714285714286,106,30.1321029663086,71.7333297729492,77.341667175293,3.62326502799988,31.4979991912842
"230",35.0746,-17.4417,17,0,0,49,33.555248260498,69.2333297729492,71.966667175293,159.106796264648,0.583999991416931
"231",35.0798,-24.472,9,6,0.666666666666667,46,29.6737880706787,79.0749969482422,77.1416702270508,37.0398254394531,0.370999991893768
"232",35.0833,-20.9833,24,18,0.75,4,29.249418258667,81.6916656494141,77.9749984741211,12.8761987686157,0.903999984264374
"233",35.0877,-22.8267,50,15,0.3,93,30.0478992462158,71.7333297729492,77.341667175293,3.21732616424561,29.1299991607666
"234",35.119,-22.2919,10,2,0.2,43,29.902172088623,64.8333358764648,77.8083343505859,30.1012325286865,4.28800010681152
"235",35.1369,-24.2543,49,19,0.387755102040816,82,29.2337665557861,74.9333343505859,76.9749984741211,25.1732006072998,1.39400005340576
"236",35.1395,-24.0445,11,11,1,78,30.0775299072266,70.875,76.8166656494141,26.7979297637939,1.31500005722046
"237",35.15,-23.8834,4,1,0.25,114,30.1556167602539,70.4499969482422,76.6333312988281,261.370819091797,8.19499969482422
"238",35.1575,-17.157,9,3,0.333333333333333,119,32.8275337219238,78.4499969482422,71.6333312988281,42.9257202148438,8.62199974060059
"239",35.2005,-21.5327,9,5,0.555555555555556,3,29.364917755127,70.2583312988281,78.2750015258789,76.6808776855469,0.25900000333786
"240",35.2174,-13.4159,10,1,0.1,1187,25.0546112060547,95.5833358764648,71.4416656494141,13.3475570678711,14.0109996795654
"241",35.2224,-17.4892,9,3,0.333333333333333,36,33.797794342041,70.0583343505859,72.5666656494141,84.6455307006836,3.23900008201599
"242",35.2341,-23.681,12,2,0.166666666666667,63,30.1407432556152,75.9166641235352,76.75,36.8770179748535,8.36800003051758
"243",35.2396,-13.2864,14,2,0.142857142857143,1360,24.8314533233643,97.5999984741211,72.1916656494141,1193.27368164062,7.23699998855591
"244",35.2447,-13.3112,9,2,0.222222222222222,1356,24.8353939056396,97.5999984741211,72.1916656494141,1052.79638671875,6.13899993896484
"245",35.2478,-13.3121,11,1,0.0909090909090909,1356,24.8353939056396,97.5999984741211,72.1916656494141,1052.79638671875,5.86700010299683
"246",35.258,-13.3276,8,1,0.125,1385,24.6568450927734,97.5999984741211,72.1916656494141,527.856262207031,4.82399988174438
"247",35.2583,-13.293,8,1,0.125,1344,24.6568450927734,97.5999984741211,72.1916656494141,907.324462890625,5.11899995803833
"248",35.2596,-23.1875,64,19,0.296875,80,30.0762977600098,85.2916641235352,77.0500030517578,17.3103256225586,9.42700004577637
"249",35.2652,-13.6183,85,30,0.352941176470588,1200,25.5362987518311,93.7916641235352,70.5250015258789,47.8681259155273,25.8570003509521
"250",35.2691,-13.3424,11,1,0.0909090909090909,1371,24.7443866729736,95.5833358764648,71.4416656494141,528.018310546875,4.36800003051758
"251",35.3044,-13.331,17,14,0.823529411764706,1349,24.7040519714355,97.5999984741211,72.1916656494141,325.379150390625,1.02400004863739
"252",35.3124,-23.3832,49,14,0.285714285714286,86,29.9096603393555,84.4749984741211,76.9000015258789,35.0180282592773,5.88600015640259
"253",35.3137,-21.9922,12,0,0,18,29.4043960571289,65.216667175293,78.3083343505859,696.459350585938,1.13300001621246
"254",35.3169,-24.1076,91,26,0.285714285714286,42,29.7805843353271,74.5833358764648,76.9250030517578,60.3701553344727,7.3600001335144
"255",35.3178,-16.2142,58,11,0.189655172413793,415,29.4974250793457,108.425003051758,71.5250015258789,47.8451766967773,1.05499994754791
"256",35.3295,-24.1061,111,38,0.342342342342342,43,29.7805843353271,74.5833358764648,76.9250030517578,47.2140464782715,6.1269998550415
"257",35.3361,-23.6601,7,3,0.428571428571429,51,29.8280506134033,84.783332824707,76.966667175293,226.918609619141,2.01099991798401
"258",35.3402,-23.8645,2,0,0,38,29.7490119934082,78.5416641235352,76.9250030517578,1108.42578125,0.879999995231628
"259",35.3415,-13.0282,9,5,0.555555555555556,1070,26.7289924621582,103.841667175293,71.6666641235352,10.1247882843018,21.9270000457764
"260",35.3422,-23.8711,11,8,0.727272727272727,14,29.7490119934082,78.5416641235352,76.9250030517578,923.951049804688,0.203999996185303
"261",35.3442,-23.836,15,9,0.6,25,29.7490119934082,78.5416641235352,76.9250030517578,677.808471679688,0.51800000667572
"262",35.3445,-23.8439,10,3,0.3,23,29.7490119934082,78.5416641235352,76.9250030517578,801.896606445312,0.351999998092651
"263",35.3459,-23.8653,18,1,0.0555555555555556,20,29.7490119934082,78.5416641235352,76.9250030517578,922.533386230469,0.386999994516373
"264",35.3462,-23.6519,1,1,1,39,29.8280506134033,84.783332824707,76.966667175293,207.526336669922,1.03699994087219
"265",35.3472,-17.8297,19,4,0.210526315789474,37,33.2242431640625,81.7750015258789,74.1166687011719,320.083923339844,1.57700002193451
"266",35.3636,-16.68,9,5,0.555555555555556,65,32.5110168457031,73.5416641235352,71.2083358764648,25.4467906951904,6.95100021362305
"267",35.3832,-24.2332,36,10,0.277777777777778,49,29.603063583374,81.4250030517578,77.1416702270508,13.7464532852173,2.46799993515015
"268",35.3868,-23.8787,14,3,0.214285714285714,14,29.4439754486084,78.5416641235352,76.9250030517578,673.745361328125,0.732999980449677
"269",35.3906,-23.8713,10,1,0.1,10,29.4336090087891,78.5416641235352,76.9250030517578,843.938537597656,0.470999985933304
"270",35.3953,-23.8784,5,0,0,10,29.4439754486084,78.5416641235352,76.9250030517578,505.931579589844,1.13999998569489
"271",35.4042,-23.717,1871,705,0.376803848209514,9,29.4386520385742,80.591667175293,76.9250030517578,31.1987380981445,0.848999977111816
"272",35.4056,-24.2317,16,5,0.3125,58,29.603063583374,81.4250030517578,77.1416702270508,12.8788661956787,0.270000010728836
"273",35.4123,-13.4442,13,6,0.461538461538462,1095,26.317907333374,96.2916641235352,70.966667175293,9.3866024017334,18.0480003356934
"274",35.4513,-16.2111,70,14,0.2,561,28.926212310791,120.716667175293,72.2666702270508,49.2935371398926,8.17000007629395
"275",35.4522,-13.5272,98,34,0.346938775510204,978,26.7554912567139,93.9250030517578,70.0833358764648,12.4750757217407,17.6009998321533
"276",35.4602,-23.2342,78,24,0.307692307692308,101,29.6310482025146,91.5,77.2333297729492,32.1947212219238,3.07500004768372
"277",35.4761,-24.05,29,14,0.482758620689655,39,29.6923751831055,78.9333343505859,77.0416641235352,187.326553344727,1.77900004386902
"278",35.4893,-16.4279,41,9,0.219512195121951,372,29.4567642211914,98.7249984741211,71.7083358764648,28.7479286193848,21.9890003204346
"279",35.5302,-16.2429,57,10,0.175438596491228,659,28.3026256561279,130.558334350586,73.4250030517578,123.909126281738,8.88899993896484
"280",35.5352,-13.3116,87,36,0.413793103448276,1207,25.742748260498,99.3916702270508,71.125,43.0962982177734,24.3780002593994
"281",35.6167,-18.05,94,45,0.478723404255319,28,32.4749526977539,91.7416687011719,75.4333343505859,41.7239532470703,2.15199995040894
"282",35.6502,-13.1077,8,3,0.375,1109,26.2068920135498,102.724998474121,71.4583358764648,28.8997764587402,30.8770008087158
"283",35.6542,-14.3528,14,6,0.428571428571429,759,28.8923206329346,84.8499984741211,67.5,413.425384521484,11.9139995574951
"284",35.6822,-17.507,8,8,1,300,31.2949466705322,79.9916687011719,74.9499969482422,13.9448328018188,35.8370018005371
"285",35.7098,-14.3293,4,0,0,741,29.0691165924072,84.466667175293,67.033332824707,43.1057434082031,13.9079999923706
"286",35.7573,-14.3176,8,3,0.375,711,29.2463760375977,84.466667175293,67.033332824707,33.4874572753906,12.996000289917
"287",35.7574,-16.1092,104,21,0.201923076923077,677,28.216796875,142.233337402344,73.908332824707,652.182678222656,7.78499984741211
"288",35.7617,-16.0922,7,7,1,669,28.216796875,142.233337402344,73.908332824707,1126.31396484375,8.9709997177124
"289",35.7756,-16.0997,18,5,0.277777777777778,730,28.216796875,142.233337402344,73.908332824707,1199.75048828125,7.48799991607666
"290",35.7924,-16.4786,60,11,0.183333333333333,461,29.9695854187012,119.566665649414,73.908332824707,41.9691314697266,35.3800010681152
"291",35.7934,-16.2084,38,7,0.184210526315789,690,29.0377635955811,128.258331298828,73.7666702270508,47.720630645752,5.5
"292",35.8743,-15.1958,16,0,0,647,29.0116729736328,109.050003051758,68.2666702270508,225.258560180664,4.80100011825562
"293",35.8758,-15.9942,87,13,0.149425287356322,638,29.5283966064453,134.699996948242,72.3333358764648,73.5204620361328,6.86899995803833
"294",35.8794,-15.2576,12,5,0.416666666666667,657,29.6469440460205,109.050003051758,68.2666702270508,88.2721252441406,6.01399993896484
"295",35.8988,-18.2748,91,41,0.450549450549451,11,33.1258697509766,94.966667175293,76.6750030517578,67.8191375732422,0.955999970436096
"296",35.9279,-14.142,4,2,0.5,681,29.6147880554199,85.9416656494141,66.9416656494141,25.427417755127,5.58900022506714
"297",35.9348,-14.6679,13,4,0.307692307692308,642,29.6963500976562,88.4250030517578,66.4333343505859,8.61441421508789,5.46700000762939
"298",35.9453,-18.2908,108,57,0.527777777777778,12,32.9710807800293,94.966667175293,76.6750030517578,225.414077758789,0.533999979496002
"299",36.0167,-15.7739,49,8,0.163265306122449,742,28.6899566650391,133.066665649414,71.5999984741211,44.1711502075195,13.9820003509521
"300",36.0427,-16.4404,17,12,0.705882352941177,464,30.4234199523926,111.508331298828,73.5749969482422,24.2133884429932,31.9099998474121
"301",36.1455,-12.3216,15,2,0.133333333333333,691,28.8008766174316,106.433334350586,71.341667175293,2.80691170692444,25.6830005645752
"302",36.1689,-15.3075,79,28,0.354430379746835,766,29.5140800476074,111.816665649414,68.6666641235352,31.173038482666,33.4189987182617
"303",36.1741,-13.4345,11,5,0.454545454545455,634,29.7206573486328,95.1166687011719,68.1999969482422,14.0855054855347,0.845000028610229
"304",36.307,-15.4871,71,12,0.169014084507042,808,29.0215015411377,118.341667175293,69.4416656494141,12.550407409668,29.4150009155273
